SA2,SA2 Name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance (income units),,,,,,,,,,,,,,,,,,,,,
51105,Mindarie - Quinns Rocks - Jindalee,<5,23,"1,158",27,274,9,82,265,250,916,723,875,192,438,33,146,0,"1,873",<5,<5,<5,0,<5,<5,61,95,572,,,,,,,,,,,,,,,,,,,,,
51106,Neerabup National Park,0,0,5,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,6,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
51107,Tapping - Ashby - Sinagra,<5,0,"1,060",13,194,12,47,113,125,742,573,504,114,178,24,119,0,"1,441",<5,0,6,0,0,<5,35,58,746,,,,,,,,,,,,,,,,,,,,,
51108,Wanneroo,<5,12,"2,423",31,423,16,145,267,470,"1,578","1,286","1,348",283,780,58,247,<5,"3,665",5,<5,12,0,<5,<5,95,144,"1,127",,,,,,,,,,,,,,,,,,,,,
51109,Yanchep,5,11,"1,410",34,370,20,146,178,394,"1,947","1,658","1,394",221,798,98,501,<5,"2,801",6,0,6,0,<5,<5,112,107,"1,322",,,,,,,,,,,,,,,,,,,,,
51110,Armadale - Wungong - Brookdale,16,53,"2,250",31,582,27,308,71,955,"2,200","1,931","2,264",302,"1,633",157,605,<5,"4,856",7,8,9,0,8,8,297,120,"2,150",,,,,,,,,,,,,,,,,,,,,
51111,Ashendon - Lesley,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
51112,Camillo - Champion Lakes,<5,8,562,10,153,<5,83,24,168,514,425,566,79,420,40,97,0,"1,088",<5,<5,<5,0,0,0,53,41,407,,,,,,,,,,,,,,,,,,,,,
51113,Forrestdale - Harrisdale - Piara Waters,<5,<5,499,19,196,14,44,71,107,"1,361","1,127",825,188,264,55,154,0,934,<5,0,<5,0,0,0,49,93,508,,,,,,,,,,,,,,,,,,,,,
51114,Kelmscott,5,11,"1,232",20,236,8,119,114,382,847,735,963,175,657,52,190,0,"2,216",<5,6,10,0,<5,<5,94,65,875,,,,,,,,,,,,,,,,,,,,,
51115,Mount Nasura - Mount Richon - Bedfordale,<5,<5,871,6,151,6,40,147,117,320,238,376,79,223,9,60,<5,"1,188",<5,0,7,0,0,0,28,33,297,,,,,,,,,,,,,,,,,,,,,
51116,Roleystone,<5,<5,673,7,127,<5,32,177,89,258,204,236,61,130,15,27,0,927,<5,0,<5,0,<5,<5,16,28,155,,,,,,,,,,,,,,,,,,,,,
51117,Seville Grove,6,26,549,18,239,12,108,15,209,"1,123",943,933,148,498,68,238,0,"1,313",6,<5,<5,0,<5,6,92,80,618,,,,,,,,,,,,,,,,,,,,,
51118,Belmont - Ascot - Redcliffe,11,13,"1,410",20,239,5,114,150,401,766,669,954,194,610,49,162,<5,"2,334",6,10,10,0,<5,<5,86,88,724,,,,,,,,,,,,,,,,,,,,,
51119,East Victoria Park - Carlisle,8,26,"1,148",35,184,6,87,153,495,670,555,"1,039",311,666,42,128,0,"2,134",8,7,5,0,<5,<5,74,205,894,,,,,,,,,,,,,,,,,,,,,
51120,Kewdale Commercial,0,0,<5,0,0,0,0,0,<5,<5,<5,6,0,5,<5,0,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
51121,Perth Airport,0,0,0,0,0,0,0,0,0,<5,<5,0,0,0,0,<5,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
51122,Rivervale - Kewdale - Cloverdale,10,33,"2,271",49,428,14,186,191,635,"1,474","1,274","1,787",361,"1,083",121,271,<5,"3,738",11,12,12,0,<5,<5,120,198,"1,404",,,,,,,,,,,,,,,,,,,,,
51123,Victoria Park - Lathlain - Burswood,13,7,908,48,129,<5,39,147,231,434,368,832,285,469,24,59,0,"1,399",<5,<5,5,0,0,<5,52,181,875,,,,,,,,,,,,,,,,,,,,,
51124,Bentley - Wilson - St James,27,20,"2,309",76,274,6,126,235,600,732,626,"1,414",545,774,63,148,0,"3,471",9,11,5,0,0,<5,97,435,"1,483",,,,,,,,,,,,,,,,,,,,,
51125,Canning Vale - West,<5,<5,684,7,179,<5,45,138,65,449,321,510,175,183,10,45,<5,922,<5,<5,<5,0,0,0,25,101,222,,,,,,,,,,,,,,,,,,,,,
51126,Canning Vale Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,<5,,,,,,,,,,,,,,,,,,,,,
51127,Cannington - Queens Park,10,17,"1,110",41,252,6,120,96,435,"1,308","1,079","1,415",301,719,112,175,<5,"2,114",5,14,14,0,<5,<5,113,192,"1,169",,,,,,,,,,,,,,,,,,,,,
51128,Parkwood - Ferndale - Lynwood,<5,9,"1,649",19,236,6,94,208,209,786,638,884,247,460,41,110,<5,"2,289",<5,9,10,0,<5,<5,45,123,576,,,,,,,,,,,,,,,,,,,,,
51129,Riverton - Shelley - Rossmoyne,<5,0,"1,316",11,178,5,43,450,131,570,399,531,164,213,20,42,0,"1,691",<5,<5,<5,0,0,0,18,108,427,,,,,,,,,,,,,,,,,,,,,
51130,Welshpool,0,0,<5,0,<5,0,0,<5,<5,<5,<5,5,<5,5,0,0,0,7,0,0,0,0,0,0,0,<5,6,,,,,,,,,,,,,,,,,,,,,
51131,Willetton,<5,<5,"1,520",27,246,6,63,375,180,857,587,790,276,257,25,54,<5,"2,000",<5,10,8,0,0,<5,26,171,457,,,,,,,,,,,,,,,,,,,,,
51132,Beckenham - Kenwick - Langford,13,36,"1,737",37,421,8,205,112,476,"1,592","1,319","1,811",343,"1,092",127,274,<5,"3,111",6,11,16,0,5,<5,143,173,"1,123",,,,,,,,,,,,,,,,,,,,,
51133,Canning Vale - East,0,0,"1,159",23,265,9,77,179,144,"1,167",928,"1,058",307,382,62,104,<5,"1,678",<5,<5,5,0,0,<5,60,182,521,,,,,,,,,,,,,,,,,,,,,
51134,Gosnells,18,37,"2,543",35,550,14,253,135,745,"1,893","1,631","2,087",352,"1,384",136,434,<5,"4,535",14,17,12,0,7,6,207,152,"2,004",,,,,,,,,,,,,,,,,,,,,
51135,Huntingdale - Southern River,<5,12,"1,058",27,379,16,150,81,244,"1,382","1,117","1,295",311,523,92,216,<5,"1,886",<5,<5,5,0,<5,<5,96,166,685,,,,,,,,,,,,,,,,,,,,,
51136,Maddington - Orange Grove - Martin,<5,15,"1,448",24,327,6,172,121,396,"1,231","1,039","1,333",238,860,98,213,<5,"2,549",7,7,11,0,8,6,107,113,945,,,,,,,,,,,,,,,,,,,,,
51137,Thornlie,12,24,"2,497",34,479,11,205,257,485,"1,648","1,351","1,680",355,927,122,286,<5,"3,863",7,12,7,0,8,9,123,185,"1,063",,,,,,,,,,,,,,,,,,,,,
51138,Forrestfield - Wattle Grove,5,18,"1,648",17,325,9,123,123,307,"1,232","1,032","1,157",248,627,69,204,<5,"2,548",7,<5,6,0,0,5,83,105,811,,,,,,,,,,,,,,,,,,,,,
51139,High Wycombe,<5,14,"1,190",11,217,6,71,99,257,804,649,641,90,374,26,155,<5,"1,849",9,0,7,0,<5,<5,48,41,755,,,,,,,,,,,,,,,,,,,,,
51140,Kalamunda - Maida Vale - Gooseberry Hill,<5,<5,"1,840",22,228,5,56,539,186,512,410,555,162,277,15,85,0,"2,392",6,<5,<5,0,<5,<5,29,73,377,,,,,,,,,,,,,,,,,,,,,
51141,Lesmurdie - Bickley - Carmel,<5,<5,"1,308",10,167,<5,33,335,129,403,313,394,111,190,7,63,0,"1,666",<5,0,<5,0,0,0,17,57,281,,,,,,,,,,,,,,,,,,,,,
51142,Byford,<5,10,768,16,256,18,93,89,172,"1,404","1,185",917,139,425,70,279,0,"1,531",5,<5,<5,0,0,<5,76,56,633,,,,,,,,,,,,,,,,,,,,,
51143,Mundijong,<5,0,437,<5,113,7,47,76,93,297,226,261,51,147,13,43,<5,692,<5,0,<5,0,<5,0,15,24,150,,,,,,,,,,,,,,,,,,,,,
51144,Serpentine - Jarrahdale,0,<5,434,<5,79,5,23,54,57,184,144,200,38,116,5,27,0,603,<5,0,<5,0,0,0,5,10,198,,,,,,,,,,,,,,,,,,,,,
51145,Como,8,6,"1,186",38,121,6,32,346,205,393,342,667,287,352,19,65,0,"1,654",<5,<5,8,0,<5,0,36,249,727,,,,,,,,,,,,,,,,,,,,,
51146,Manning - Waterford,9,16,961,19,172,8,67,291,208,318,265,540,218,255,17,55,0,"1,436",0,<5,6,0,<5,<5,29,181,331,,,,,,,,,,,,,,,,,,,,,
51147,South Perth - Kensington,5,12,927,43,119,<5,31,452,197,322,265,612,209,312,19,50,0,"1,349",0,<5,<5,0,0,<5,33,171,573,,,,,,,,,,,,,,,,,,,,,
51148,Banjup,5,<5,652,22,229,12,54,104,138,850,661,690,194,252,27,140,0,"1,118",<5,<5,<5,0,<5,0,43,83,437,,,,,,,,,,,,,,,,,,,,,
51149,Beeliar,<5,7,387,10,155,7,49,44,111,485,415,407,81,202,21,89,<5,736,<5,<5,<5,0,<5,<5,18,36,228,,,,,,,,,,,,,,,,,,,,,
51150,Bibra Industrial,0,0,19,0,<5,0,<5,0,5,<5,<5,7,0,7,0,0,0,27,0,0,0,0,0,<5,0,<5,7,,,,,,,,,,,,,,,,,,,,,
51151,Bibra Lake,0,0,<5,0,0,0,0,0,0,0,0,<5,<5,<5,0,0,0,<5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
51152,Coogee,<5,0,904,15,202,9,41,166,120,283,234,360,101,176,11,48,0,"1,198",0,0,<5,0,<5,<5,22,41,325,,,,,,,,,,,,,,,,,,,,,
51153,Coolbellup,7,12,945,27,160,<5,67,65,306,465,390,564,144,398,24,101,0,"1,596",<5,0,<5,0,<5,<5,46,71,486,,,,,,,,,,,,,,,,,,,,,
51154,Hamilton Hill,5,9,"1,455",29,283,<5,126,118,470,661,569,854,196,618,38,126,0,"2,489",<5,<5,5,0,5,<5,79,90,760,,,,,,,,,,,,,,,,,,,,,
51155,Henderson,0,0,5,0,0,0,0,0,0,0,0,<5,0,<5,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
51156,Jandakot,0,<5,181,<5,33,<5,9,53,25,58,43,90,29,37,<5,9,0,257,0,0,<5,0,0,0,<5,19,36,,,,,,,,,,,,,,,,,,,,,
51157,Jandakot Airport,<5,0,30,<5,13,<5,<5,16,6,94,80,47,15,16,8,11,0,65,0,0,0,0,0,0,<5,13,39,,,,,,,,,,,,,,,,,,,,,
51158,North Coogee,0,0,120,12,24,0,<5,49,13,16,14,68,21,39,0,<5,0,149,0,<5,0,0,0,0,0,18,48,,,,,,,,,,,,,,,,,,,,,
51159,South Lake - Cockburn Central,5,25,"1,018",16,226,6,103,74,315,671,545,794,201,443,31,129,<5,"1,769",<5,0,<5,0,<5,7,80,112,488,,,,,,,,,,,,,,,,,,,,,
51160,Spearwood,<5,6,"1,546",17,273,<5,91,189,312,574,469,639,158,454,19,110,<5,"2,259",<5,<5,<5,0,8,<5,61,68,562,,,,,,,,,,,,,,,,,,,,,
51161,Success - Hammond Park,<5,<5,595,20,204,16,56,58,157,880,744,741,182,298,31,163,<5,"1,120",<5,0,<5,0,<5,<5,49,105,551,,,,,,,,,,,,,,,,,,,,,
51162,Wattleup,0,0,65,<5,15,0,7,19,8,38,28,38,<5,28,<5,10,0,107,0,0,0,0,0,0,<5,<5,35,,,,,,,,,,,,,,,,,,,,,
51163,Yangebup,<5,12,515,6,140,<5,58,32,189,441,368,432,93,261,20,89,<5,985,5,<5,<5,0,<5,<5,47,52,227,,,,,,,,,,,,,,,,,,,,,
51164,East Fremantle,<5,<5,588,17,77,<5,17,214,79,147,118,251,96,126,<5,18,0,772,<5,0,<5,0,0,<5,9,49,178,,,,,,,,,,,,,,,,,,,,,
51165,Fremantle,6,8,"1,349",80,189,<5,63,370,569,453,391,981,292,766,17,104,0,"2,406",<5,0,<5,0,<5,<5,49,165,890,,,,,,,,,,,,,,,,,,,,,
51166,Fremantle - South,<5,15,"1,758",37,293,7,114,258,471,615,522,832,256,550,24,132,<5,"2,730",<5,<5,9,<5,5,<5,48,143,683,,,,,,,,,,,,,,,,,,,,,
51167,O'Connor (WA),0,0,0,0,<5,0,<5,0,0,0,0,6,<5,5,0,0,0,<5,0,0,0,0,0,0,0,<5,<5,,,,,,,,,,,,,,,,,,,,,
51168,Anketell - Wandi,0,0,144,<5,37,5,11,30,29,188,162,139,31,66,8,25,0,239,0,0,<5,0,<5,<5,6,14,91,,,,,,,,,,,,,,,,,,,,,
51169,Bertram - Wellard (West),<5,10,438,23,210,16,92,26,192,"1,305","1,083",918,180,377,61,243,0,"1,119",<5,<5,<5,0,<5,<5,88,80,742,,,,,,,,,,,,,,,,,,,,,
51170,Calista,6,15,867,16,209,7,108,19,380,742,658,823,132,595,50,189,<5,"1,805",5,0,8,0,<5,5,107,49,765,,,,,,,,,,,,,,,,,,,,,
51171,Casuarina - Wellard (East),0,<5,109,<5,41,0,16,8,43,163,135,182,40,119,<5,23,0,227,<5,0,<5,0,<5,<5,9,17,107,,,,,,,,,,,,,,,,,,,,,
51172,Hope Valley - Postans,0,0,12,0,<5,0,0,<5,<5,<5,<5,<5,0,<5,0,0,0,17,0,0,0,0,0,<5,0,<5,6,,,,,,,,,,,,,,,,,,,,,
51173,Kwinana Industrial,0,0,15,0,<5,0,0,0,10,9,8,25,<5,16,0,<5,0,30,0,0,0,0,0,0,5,<5,12,,,,,,,,,,,,,,,,,,,,,
51174,Parmelia - Orelia,8,13,"1,158",20,342,7,171,30,496,"1,061",919,"1,207",181,863,60,278,<5,"2,491",10,<5,6,0,<5,<5,152,66,916,,,,,,,,,,,,,,,,,,,,,
51175,Applecross - Ardross,<5,0,674,20,113,5,30,492,90,259,205,298,115,112,8,28,0,934,<5,<5,<5,0,0,0,11,73,235,,,,,,,,,,,,,,,,,,,,,
51176,Bateman,<5,0,336,6,35,<5,10,111,36,120,89,148,49,64,<5,12,<5,444,0,0,<5,0,0,0,<5,29,73,,,,,,,,,,,,,,,,,,,,,
51177,Bicton - Palmyra,<5,6,"1,419",36,198,<5,65,353,307,406,363,517,166,298,8,70,<5,"2,041",<5,0,<5,0,<5,0,23,106,482,,,,,,,,,,,,,,,,,,,,,
51178,Booragoon,<5,7,"1,237",23,171,6,49,540,190,407,319,459,163,191,17,60,0,"1,679",5,<5,<5,0,<5,0,12,107,382,,,,,,,,,,,,,,,,,,,,,
51179,Bull Creek,0,0,988,11,97,<5,21,302,78,232,180,263,105,92,10,23,0,"1,193",<5,0,<5,0,0,<5,11,67,225,,,,,,,,,,,,,,,,,,,,,
51180,Leeming,0,<5,849,16,132,<5,39,323,94,310,232,377,137,141,13,44,0,"1,150",<5,0,<5,0,<5,<5,16,79,206,,,,,,,,,,,,,,,,,,,,,
51181,Melville,<5,<5,"1,502",25,215,<5,47,506,143,409,329,531,177,203,<5,59,0,"1,905",<5,<5,<5,0,0,0,20,117,352,,,,,,,,,,,,,,,,,,,,,
51182,Murdoch - Kardinya,10,<5,"1,304",37,207,8,61,458,153,332,252,617,315,225,15,37,0,"1,710",<5,0,<5,0,<5,<5,29,235,421,,,,,,,,,,,,,,,,,,,,,
51183,Willagee,<5,21,565,12,133,8,66,29,244,338,310,338,82,226,13,80,0,"1,069",0,0,<5,0,0,<5,25,47,219,,,,,,,,,,,,,,,,,,,,,
51184,Winthrop,0,0,447,12,80,<5,14,215,37,145,103,221,104,65,6,9,0,561,<5,0,<5,0,<5,0,6,47,74,,,,,,,,,,,,,,,,,,,,,
51185,Baldivis,6,5,"1,825",36,546,29,174,181,390,"2,462","2,112","1,712",289,814,93,540,0,"3,332",<5,<5,13,0,6,<5,134,112,"1,887",,,,,,,,,,,,,,,,,,,,,
51186,Cooloongup,<5,18,"1,170",9,268,10,123,47,345,717,622,818,145,620,36,184,<5,"2,111",6,<5,10,0,5,7,103,50,678,,,,,,,,,,,,,,,,,,,,,
51187,Port Kennedy,<5,13,954,15,319,19,113,101,269,"1,057",908,925,162,495,49,272,0,"1,833",<5,<5,<5,0,<5,<5,90,66,714,,,,,,,,,,,,,,,,,,,,,
51188,Rockingham,8,8,"2,739",12,409,<5,180,237,601,831,744,"1,206",202,968,48,220,0,"4,165",<5,<5,8,0,6,<5,129,54,"1,569",,,,,,,,,,,,,,,,,,,,,
51189,Rockingham Lakes,0,0,9,0,<5,0,<5,<5,<5,8,8,6,<5,<5,0,<5,0,22,0,0,0,0,0,0,<5,0,<5,,,,,,,,,,,,,,,,,,,,,
51190,Safety Bay - Shoalwater,<5,<5,"1,824",19,276,<5,112,275,319,532,463,683,134,543,24,142,<5,"2,664",<5,<5,<5,0,<5,<5,55,52,754,,,,,,,,,,,,,,,,,,,,,
51191,Singleton - Golden Bay - Secret Harbour,<5,<5,847,29,309,15,105,93,196,"1,365","1,151","1,000",177,486,44,267,0,"1,676",<5,<5,7,0,<5,<5,97,72,797,,,,,,,,,,,,,,,,,,,,,
51192,Waikiki,7,7,"1,177",18,334,10,122,96,348,928,783,845,161,528,42,209,<5,"2,133",6,0,<5,0,<5,<5,88,55,715,,,,,,,,,,,,,,,,,,,,,
51193,Warnbro,<5,8,"1,000",16,286,8,113,56,353,848,730,906,152,568,58,214,0,"1,929",5,<5,7,0,0,<5,107,59,742,,,,,,,,,,,,,,,,,,,,,
51194,Esperance,5,32,"1,333",7,195,10,78,248,354,747,622,622,72,383,40,154,<5,"2,136",6,<5,<5,0,<5,<5,51,22,611,,,,,,,,,,,,,,,,,,,,,
51195,Esperance Region,0,15,286,<5,42,<5,23,58,76,176,138,124,17,85,6,32,<5,456,<5,0,0,0,0,<5,<5,<5,137,,,,,,,,,,,,,,,,,,,,,
51196,Carnarvon,5,64,484,<5,118,<5,76,54,212,440,376,530,33,399,44,125,0,"1,073",<5,0,0,0,0,<5,52,5,280,,,,,,,,,,,,,,,,,,,,,
51197,Exmouth,<5,7,276,<5,56,<5,19,29,75,153,119,148,15,117,5,22,0,448,<5,0,0,0,<5,0,8,<5,129,,,,,,,,,,,,,,,,,,,,,
51198,Boulder,6,42,373,<5,122,5,61,16,213,521,475,462,25,370,28,167,0,976,<5,0,<5,0,0,0,32,<5,318,,,,,,,,,,,,,,,,,,,,,
51199,Kalgoorlie,5,47,657,<5,176,7,62,61,278,692,610,646,46,510,32,208,0,"1,401",<5,0,<5,0,<5,0,62,12,487,,,,,,,,,,,,,,,,,,,,,
51200,Kalgoorlie - North,5,12,312,<5,100,7,34,42,104,356,303,262,20,161,11,93,0,618,<5,0,0,0,0,0,26,9,172,,,,,,,,,,,,,,,,,,,,,
51201,Kalgoorlie Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
51202,Kambalda - Coolgardie - Norseman,0,15,323,<5,82,<5,53,13,154,239,212,272,24,219,17,72,<5,696,<5,0,0,0,0,<5,17,<5,192,,,,,,,,,,,,,,,,,,,,,
51203,Leinster - Leonora,5,52,141,0,40,<5,31,6,174,359,323,616,8,507,77,98,0,582,0,0,<5,0,0,0,57,0,50,,,,,,,,,,,,,,,,,,,,,
51204,Trafalgar (WA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
51205,Broome,30,212,556,7,234,7,130,47,799,"1,260","1,116","1,323",75,978,105,439,0,"2,185",6,<5,5,0,<5,<5,167,18,489,,,,,,,,,,,,,,,,,,,,,
51206,Derby - West Kimberley,24,238,329,<5,134,<5,98,15,602,983,879,"1,428",31,967,179,291,0,"1,527",<5,0,0,0,<5,<5,160,<5,88,,,,,,,,,,,,,,,,,,,,,
51207,Halls Creek,9,129,122,0,89,<5,72,0,318,572,518,764,13,411,102,190,0,804,<5,0,0,0,0,0,71,0,8,,,,,,,,,,,,,,,,,,,,,
51208,Kununurra,16,136,245,<5,91,<5,55,24,327,634,565,744,25,435,81,212,0,977,5,0,<5,0,0,0,55,<5,162,,,,,,,,,,,,,,,,,,,,,
51209,Roebuck,5,8,36,0,5,<5,<5,0,24,49,43,104,<5,67,5,18,0,92,0,0,0,0,0,0,11,0,8,,,,,,,,,,,,,,,,,,,,,
51210,Geraldton,22,76,"1,896",16,342,<5,159,212,577,906,794,"1,255",150,992,52,288,<5,"3,272",<5,0,8,0,<5,<5,149,57,"1,212",,,,,,,,,,,,,,,,,,,,,
51211,Geraldton - East,19,72,629,7,209,<5,111,57,263,655,569,823,86,621,44,222,0,"1,454",<5,0,<5,0,<5,<5,120,24,458,,,,,,,,,,,,,,,,,,,,,
51212,Geraldton - North,9,33,588,5,148,<5,64,85,119,512,422,482,75,300,33,136,0,"1,019",<5,0,<5,0,<5,0,37,18,385,,,,,,,,,,,,,,,,,,,,,
51213,Geraldton - South,9,47,624,12,168,<5,65,147,130,583,482,458,68,283,37,159,<5,"1,138",<5,0,<5,0,<5,<5,43,23,426,,,,,,,,,,,,,,,,,,,,,
51214,Irwin,<5,5,598,<5,73,0,30,104,69,171,145,157,22,128,10,39,0,815,0,0,<5,0,<5,0,5,<5,236,,,,,,,,,,,,,,,,,,,,,
51215,Meekatharra,<5,37,189,0,45,<5,37,<5,102,259,238,459,15,340,38,90,0,515,0,0,<5,0,0,0,47,<5,69,,,,,,,,,,,,,,,,,,,,,
51216,Morawa,<5,14,421,0,74,0,41,52,113,230,185,193,12,155,13,39,0,690,0,0,<5,0,<5,<5,8,<5,161,,,,,,,,,,,,,,,,,,,,,
51217,Northampton - Mullewa - Greenough,<5,25,736,6,146,<5,71,105,179,377,288,417,44,299,28,76,<5,"1,191",<5,0,<5,0,<5,<5,24,<5,299,,,,,,,,,,,,,,,,,,,,,
51218,Ashburton (WA),0,11,45,0,40,<5,7,<5,44,142,121,170,10,106,18,30,0,154,0,0,0,0,0,0,8,<5,24,,,,,,,,,,,,,,,,,,,,,
51219,East Pilbara,5,6,44,0,10,0,5,0,38,69,63,130,<5,107,10,16,0,121,0,0,<5,0,<5,0,9,<5,16,,,,,,,,,,,,,,,,,,,,,
51220,Karratha,19,57,149,<5,142,8,53,<5,163,681,612,613,37,340,49,252,0,734,<5,0,<5,0,0,0,42,16,228,,,,,,,,,,,,,,,,,,,,,
51221,Newman,5,26,57,0,43,<5,20,0,78,263,232,410,9,277,38,73,0,285,0,0,<5,0,0,0,40,<5,42,,,,,,,,,,,,,,,,,,,,,
51222,Port Hedland,8,<5,71,<5,30,<5,13,<5,43,102,99,135,8,105,10,34,0,193,0,0,0,0,0,0,6,<5,50,,,,,,,,,,,,,,,,,,,,,
51223,Roebourne,<5,27,93,<5,46,0,18,<5,83,173,156,227,6,165,18,60,0,295,0,0,<5,0,0,0,12,<5,34,,,,,,,,,,,,,,,,,,,,,
51224,South Hedland,20,62,186,<5,121,<5,72,<5,242,608,556,660,22,505,45,239,0,893,<5,0,<5,0,<5,0,62,5,188,,,,,,,,,,,,,,,,,,,,,
51225,Albany,5,27,"2,448",20,387,5,159,526,653,945,769,889,185,558,49,189,0,"3,845",6,<5,10,0,<5,8,101,50,"1,209",,,,,,,,,,,,,,,,,,,,,
51226,Albany Region,0,0,263,<5,67,<5,25,102,97,186,136,151,36,74,8,20,0,445,<5,0,<5,0,<5,<5,7,10,106,,,,,,,,,,,,,,,,,,,,,
51227,Bayonet Head - Lower King,<5,8,622,<5,127,6,57,133,136,338,268,241,47,127,15,63,<5,966,<5,0,5,0,<5,<5,15,9,208,,,,,,,,,,,,,,,,,,,,,
51228,Denmark,<5,<5,855,12,135,<5,55,222,229,423,324,351,72,212,23,57,0,"1,333",5,0,<5,0,<5,5,28,8,341,,,,,,,,,,,,,,,,,,,,,
51229,Gnowangerup,0,<5,199,0,44,0,26,31,68,177,131,116,13,75,7,22,0,348,0,0,0,0,0,0,6,5,75,,,,,,,,,,,,,,,,,,,,,
51230,Katanning,<5,30,464,<5,98,6,52,68,175,349,265,362,39,238,26,90,0,872,0,0,<5,0,<5,<5,29,7,180,,,,,,,,,,,,,,,,,,,,,
51231,Kojonup,0,23,424,0,94,<5,54,105,128,302,224,218,30,133,12,48,0,741,<5,0,<5,0,<5,<5,15,8,110,,,,,,,,,,,,,,,,,,,,,
51232,Little Grove - Elleker,<5,0,367,5,62,0,19,105,82,136,95,123,30,78,5,16,0,545,<5,0,<5,0,0,<5,<5,<5,129,,,,,,,,,,,,,,,,,,,,,
51233,McKail - Willyung,<5,19,"1,140",9,302,6,150,145,462,838,653,710,134,432,48,157,5,"2,162",7,0,<5,0,<5,6,77,35,592,,,,,,,,,,,,,,,,,,,,,
51234,Plantagenet,0,5,637,<5,156,<5,83,115,237,362,290,350,63,238,26,60,<5,"1,149",0,<5,7,0,<5,<5,24,10,281,,,,,,,,,,,,,,,,,,,,,
51235,Stirling Range National Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
51236,Chittering,0,<5,530,<5,112,5,38,103,89,237,176,215,51,106,5,30,<5,754,<5,<5,<5,0,<5,<5,13,16,113,,,,,,,,,,,,,,,,,,,,,
51237,Cunderdin,<5,10,523,<5,97,<5,57,63,167,253,202,231,15,180,14,57,0,882,<5,0,0,0,<5,<5,19,<5,129,,,,,,,,,,,,,,,,,,,,,
51238,Dowerin,0,16,494,<5,87,0,49,94,146,233,172,214,24,158,9,37,0,790,<5,0,<5,0,<5,<5,18,<5,166,,,,,,,,,,,,,,,,,,,,,
51239,Gingin - Dandaragan,<5,8,"1,197",<5,171,<5,87,243,225,431,329,387,61,315,16,83,<5,"1,762",<5,0,<5,0,<5,<5,17,12,347,,,,,,,,,,,,,,,,,,,,,
51240,Merredin,<5,14,517,<5,90,<5,46,81,173,290,242,255,20,157,17,57,<5,867,<5,0,0,0,0,<5,21,5,182,,,,,,,,,,,,,,,,,,,,,
51241,Moora,<5,16,386,<5,82,0,44,68,115,284,224,242,24,149,9,61,0,643,<5,0,0,0,0,0,18,9,146,,,,,,,,,,,,,,,,,,,,,
51242,Mukinbudin,0,5,296,<5,58,<5,32,25,98,156,129,134,10,116,5,21,0,498,<5,0,0,0,0,<5,7,<5,86,,,,,,,,,,,,,,,,,,,,,
51243,Northam,6,62,"1,468",9,323,6,156,144,429,794,668,893,96,649,44,203,<5,"2,554",9,<5,7,0,<5,<5,120,25,629,,,,,,,,,,,,,,,,,,,,,
51244,Toodyay,0,<5,693,<5,109,0,47,96,145,228,189,246,34,195,12,53,<5,"1,041",<5,0,<5,0,0,0,13,<5,194,,,,,,,,,,,,,,,,,,,,,
51245,York - Beverley,<5,16,944,<5,163,<5,84,131,235,274,210,304,38,223,19,49,<5,"1,428",<5,0,5,0,0,<5,17,5,243,,,,,,,,,,,,,,,,,,,,,
51246,Brookton,<5,15,459,<5,65,<5,39,99,124,222,180,213,20,154,14,55,<5,756,0,0,5,0,<5,<5,13,<5,120,,,,,,,,,,,,,,,,,,,,,
51247,Kulin,<5,10,336,<5,57,<5,25,76,74,218,162,194,18,115,14,23,0,520,<5,0,<5,0,0,<5,7,7,106,,,,,,,,,,,,,,,,,,,,,
