SA2,SA2 Name,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice),Commonwealth Rent Assistance (income units),,,,,,,,,,,,,,,,,,,,,
51248,Murray,0,5,203,<5,35,<5,25,47,68,123,111,125,17,86,7,34,0,373,0,0,<5,0,<5,0,<5,<5,120,,,,,,,,,,,,,,,,,,,,,
51249,Narrogin,<5,42,519,0,100,<5,54,94,164,309,264,291,31,206,24,86,<5,918,<5,<5,<5,0,<5,<5,29,5,210,,,,,,,,,,,,,,,,,,,,,
51250,Wagin,0,6,586,0,114,0,49,96,179,268,198,215,17,168,17,44,0,940,<5,0,<5,0,<5,<5,12,<5,188,,,,,,,,,,,,,,,,,,,,,
59799,Migratory - Offshore - Shipping (WA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
59499,No usual address (WA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
61001,Bridgewater - Gagebrook,<5,14,632,8,541,10,354,7,951,"1,221","1,075",972,131,669,90,406,<5,"2,759",<5,0,7,0,9,11,190,49,"1,497",,,,,,,,,,,,,,,,,,,,,
61002,Brighton - Pontville,<5,6,543,<5,195,9,94,34,212,539,394,332,62,158,23,101,<5,"1,066",<5,0,<5,0,0,<5,42,15,321,,,,,,,,,,,,,,,,,,,,,
61003,Old Beach - Otago,<5,<5,450,<5,118,<5,42,48,108,282,201,217,67,77,12,45,0,700,0,0,<5,0,0,<5,15,25,124,,,,,,,,,,,,,,,,,,,,,
61004,Bellerive - Rosny,<5,<5,933,14,141,<5,60,214,250,267,201,295,99,155,6,43,<5,"1,415",<5,0,<5,0,0,0,23,46,290,,,,,,,,,,,,,,,,,,,,,
61005,Cambridge,5,<5,764,9,176,<5,65,129,136,338,231,276,98,106,10,28,<5,"1,079",0,0,<5,0,<5,<5,17,46,176,,,,,,,,,,,,,,,,,,,,,
61006,Geilston Bay - Risdon,0,<5,557,<5,93,0,39,49,98,160,127,150,52,68,<5,25,0,772,<5,0,<5,0,<5,<5,13,20,179,,,,,,,,,,,,,,,,,,,,,
61007,Howrah - Tranmere,<5,<5,"1,688",7,232,<5,80,339,255,468,340,394,142,188,10,63,<5,"2,286",<5,0,<5,0,<5,0,23,62,341,,,,,,,,,,,,,,,,,,,,,
61008,Lindisfarne - Rose Bay,<5,<5,"1,216",10,148,<5,44,278,211,316,259,291,96,149,15,51,0,"1,644",0,0,<5,0,<5,<5,25,42,298,,,,,,,,,,,,,,,,,,,,,
61009,Mornington - Warrane,<5,9,651,7,224,6,114,15,477,523,422,467,112,279,19,106,<5,"1,533",<5,0,<5,0,<5,<5,58,63,476,,,,,,,,,,,,,,,,,,,,,
61010,Risdon Vale,<5,<5,279,5,131,<5,83,<5,230,320,261,223,26,161,18,79,0,789,<5,0,0,0,<5,0,35,11,208,,,,,,,,,,,,,,,,,,,,,
61011,Rokeby,0,13,597,10,310,5,174,9,593,847,719,660,102,395,50,229,<5,"1,863",<5,0,<5,0,<5,6,96,46,905,,,,,,,,,,,,,,,,,,,,,
61012,South Arm,0,0,388,6,73,<5,30,68,89,215,154,177,56,84,8,22,<5,598,<5,0,<5,0,0,0,7,12,86,,,,,,,,,,,,,,,,,,,,,
61013,Austins Ferry - Granton,<5,6,477,<5,131,6,51,30,147,290,218,225,60,108,12,49,0,796,<5,0,<5,0,<5,0,21,27,158,,,,,,,,,,,,,,,,,,,,,
61014,Berriedale - Chigwell,<5,<5,699,8,206,<5,104,51,368,569,460,468,102,269,33,131,<5,"1,482",<5,0,<5,0,<5,<5,65,35,438,,,,,,,,,,,,,,,,,,,,,
61015,Claremont (Tas.),0,7,"1,205",9,342,6,157,59,502,745,598,642,129,401,36,164,0,"2,307",<5,0,6,0,<5,<5,76,50,763,,,,,,,,,,,,,,,,,,,,,
61016,Derwent Park - Lutana,<5,<5,459,14,146,<5,80,20,334,428,340,410,82,266,34,89,<5,"1,105",<5,<5,0,0,<5,5,42,38,381,,,,,,,,,,,,,,,,,,,,,
61017,Glenorchy,8,19,"1,722",20,484,11,251,56,"1,043","1,095",896,"1,081",223,731,70,224,<5,"3,631",7,<5,9,0,<5,6,120,113,"1,140",,,,,,,,,,,,,,,,,,,,,
61018,Montrose - Rosetta,<5,7,785,6,167,5,77,57,268,339,283,322,89,182,25,65,<5,"1,319",<5,0,<5,0,<5,<5,31,29,351,,,,,,,,,,,,,,,,,,,,,
61019,Moonah,<5,<5,609,12,155,<5,79,30,362,430,339,482,101,337,38,60,0,"1,306",<5,0,<5,0,0,<5,61,60,530,,,,,,,,,,,,,,,,,,,,,
61020,New Norfolk,<5,8,"1,054",5,297,<5,175,33,616,688,555,540,89,382,44,168,7,"2,275",<5,<5,<5,0,<5,5,81,28,617,,,,,,,,,,,,,,,,,,,,,
61021,West Moonah,<5,<5,438,11,121,0,63,31,229,343,269,325,72,207,30,54,0,873,<5,0,0,0,0,0,21,41,361,,,,,,,,,,,,,,,,,,,,,
61022,Kingston - Huntingfield,6,<5,"1,506",17,301,8,117,149,461,863,686,716,215,329,33,129,<5,"2,457",<5,0,8,0,<5,<5,50,94,674,,,,,,,,,,,,,,,,,,,,,
61023,Kingston Beach - Blackmans Bay,<5,<5,"1,252",22,206,<5,70,278,267,571,429,499,169,236,28,65,<5,"1,861",<5,<5,<5,0,<5,0,33,66,422,,,,,,,,,,,,,,,,,,,,,
61024,Margate - Snug,<5,<5,799,13,159,<5,58,112,212,599,425,385,115,152,28,67,<5,"1,244",<5,0,<5,0,<5,<5,16,44,271,,,,,,,,,,,,,,,,,,,,,
61025,Mount Wellington,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
61026,Taroona - Bonnet Hill,0,0,388,9,39,0,12,136,83,134,96,147,52,56,6,10,0,545,0,0,<5,0,0,0,9,31,102,,,,,,,,,,,,,,,,,,,,,
61027,Hobart,12,<5,544,58,87,<5,45,190,426,236,197,672,369,355,13,43,0,"1,238",<5,0,<5,0,<5,<5,77,296,808,,,,,,,,,,,,,,,,,,,,,
61028,Lenah Valley - Mount Stuart,5,0,766,22,141,<5,51,156,254,379,287,395,172,178,15,51,<5,"1,273",0,0,6,0,<5,0,26,102,380,,,,,,,,,,,,,,,,,,,,,
61029,Mount Nelson - Dynnyrne,<5,0,314,23,44,0,16,116,95,138,105,212,115,74,<5,9,0,490,<5,0,<5,0,0,0,8,64,167,,,,,,,,,,,,,,,,,,,,,
61030,New Town,<5,<5,636,15,103,0,42,88,390,278,237,391,139,240,22,51,<5,"1,247",<5,<5,<5,0,0,<5,24,76,574,,,,,,,,,,,,,,,,,,,,,
61031,Sandy Bay,9,<5,955,39,108,<5,26,511,163,236,174,506,302,148,6,12,0,"1,283",<5,<5,0,0,0,0,19,259,488,,,,,,,,,,,,,,,,,,,,,
61032,South Hobart - Fern Tree,<5,0,550,28,67,<5,29,149,173,248,192,346,189,160,<5,34,0,906,0,<5,<5,0,0,0,20,99,297,,,,,,,,,,,,,,,,,,,,,
61033,West Hobart,<5,0,471,28,60,<5,21,115,120,182,145,296,134,156,5,22,<5,730,<5,0,<5,0,0,0,9,72,325,,,,,,,,,,,,,,,,,,,,,
61034,Dodges Ferry - Lewisham,<5,<5,904,6,274,<5,131,63,495,658,516,542,124,352,36,116,<5,"1,870",<5,0,<5,0,0,<5,43,29,425,,,,,,,,,,,,,,,,,,,,,
61035,Sorell - Richmond,5,9,"1,335",10,326,<5,156,113,372,656,492,451,115,221,24,114,<5,"2,139",<5,0,6,0,<5,<5,41,40,495,,,,,,,,,,,,,,,,,,,,,
61036,Invermay,8,<5,340,17,95,<5,62,10,226,248,214,448,148,304,26,60,0,838,<5,<5,<5,0,0,<5,57,104,434,,,,,,,,,,,,,,,,,,,,,
61037,Kings Meadows - Punchbowl,<5,<5,643,9,126,5,74,30,195,365,302,314,76,224,23,89,<5,"1,145",0,<5,<5,0,<5,0,30,34,317,,,,,,,,,,,,,,,,,,,,,
61038,Launceston,<5,<5,459,22,60,<5,27,117,213,245,197,529,181,304,18,54,0,870,<5,<5,<5,0,0,0,85,109,496,,,,,,,,,,,,,,,,,,,,,
61039,Legana,<5,<5,599,6,95,<5,35,67,105,256,179,184,55,89,11,36,0,854,0,0,<5,0,0,<5,15,15,135,,,,,,,,,,,,,,,,,,,,,
61040,Mowbray,9,6,421,12,143,<5,83,11,230,364,284,569,163,330,48,78,0,967,<5,0,<5,0,<5,<5,70,117,587,,,,,,,,,,,,,,,,,,,,,
61041,Newnham - Mayfield,13,8,"1,082",31,395,6,267,44,582,949,769,"1,206",338,720,95,240,<5,"2,524",<5,<5,11,0,<5,<5,123,249,"1,265",,,,,,,,,,,,,,,,,,,,,
61042,Newstead,<5,0,742,9,111,<5,50,102,227,290,232,303,107,146,26,39,0,"1,167",0,0,<5,0,<5,<5,34,54,486,,,,,,,,,,,,,,,,,,,,,
61043,Norwood (Tas.),<5,<5,692,8,81,<5,28,102,75,218,166,180,70,68,9,33,0,903,0,0,<5,0,<5,<5,16,25,190,,,,,,,,,,,,,,,,,,,,,
61044,Prospect Vale - Blackstone,<5,<5,"1,069",10,209,<5,88,80,238,393,288,318,102,173,9,67,<5,"1,592",0,0,6,0,0,<5,20,35,315,,,,,,,,,,,,,,,,,,,,,
61045,Ravenswood,8,11,474,6,215,<5,141,10,324,517,433,564,90,451,48,156,<5,"1,351",<5,0,<5,0,<5,0,98,31,722,,,,,,,,,,,,,,,,,,,,,
61046,Riverside,<5,5,860,13,156,<5,58,143,179,448,361,377,115,198,18,59,<5,"1,298",<5,<5,<5,0,0,0,33,42,361,,,,,,,,,,,,,,,,,,,,,
61047,South Launceston,<5,<5,556,7,95,<5,52,28,196,362,290,390,88,267,36,70,0,"1,018",<5,0,<5,0,0,0,39,72,535,,,,,,,,,,,,,,,,,,,,,
61048,Summerhill - Prospect,<5,<5,728,11,157,5,86,31,218,386,295,330,92,170,20,69,0,"1,215",<5,0,<5,0,<5,<5,40,44,376,,,,,,,,,,,,,,,,,,,,,
61049,Trevallyn,<5,<5,455,14,76,<5,36,83,117,295,218,266,82,139,10,48,0,750,<5,0,<5,0,<5,0,24,37,246,,,,,,,,,,,,,,,,,,,,,
61050,Waverley - St Leonards,<5,<5,434,8,131,<5,78,20,175,352,292,318,62,221,21,78,0,905,<5,0,<5,0,0,<5,36,24,314,,,,,,,,,,,,,,,,,,,,,
61051,West Launceston,0,0,430,12,82,<5,35,55,118,229,173,249,101,128,16,33,<5,694,0,0,<5,0,<5,0,22,37,238,,,,,,,,,,,,,,,,,,,,,
61052,Youngtown - Relbia,<5,5,750,<5,136,0,63,70,164,267,201,241,62,120,16,57,0,"1,130",0,0,<5,0,0,<5,23,16,215,,,,,,,,,,,,,,,,,,,,,
61053,Beauty Point - Beaconsfield,<5,<5,793,6,169,0,110,48,271,290,238,320,66,250,30,48,<5,"1,379",0,0,<5,0,<5,<5,27,14,312,,,,,,,,,,,,,,,,,,,,,
61054,Deloraine,<5,9,976,7,209,<5,111,99,326,418,300,371,90,275,32,51,0,"1,654",<5,0,<5,0,<5,5,23,19,337,,,,,,,,,,,,,,,,,,,,,
61055,Grindelwald - Lanena,0,<5,907,9,191,<5,97,112,216,358,257,327,86,187,23,52,0,"1,443",<5,<5,<5,0,<5,<5,26,20,213,,,,,,,,,,,,,,,,,,,,,
61056,Hadspen - Carrick,0,<5,380,<5,89,<5,38,29,97,242,168,172,51,85,8,41,0,626,<5,0,<5,0,0,<5,7,17,149,,,,,,,,,,,,,,,,,,,,,
61057,Westbury,0,<5,634,6,115,<5,70,54,181,287,211,212,57,131,18,43,<5,"1,029",<5,0,5,0,<5,<5,17,15,223,,,,,,,,,,,,,,,,,,,,,
61058,Dilston - Lilydale,0,<5,456,6,100,<5,53,58,148,236,156,249,53,161,13,28,<5,775,0,0,<5,0,<5,<5,23,13,105,,,,,,,,,,,,,,,,,,,,,
61059,George Town,7,5,"1,114",5,348,6,194,66,550,580,484,643,125,474,61,128,<5,"2,295",<5,0,10,0,<5,<5,70,28,586,,,,,,,,,,,,,,,,,,,,,
61060,Longford,0,<5,670,<5,119,<5,59,72,181,321,248,268,55,173,20,73,<5,"1,122",<5,0,6,0,0,<5,29,10,255,,,,,,,,,,,,,,,,,,,,,
61061,Northern Midlands,<5,<5,507,<5,144,<5,94,42,199,281,205,257,44,190,23,39,<5,977,0,0,<5,0,<5,<5,19,13,196,,,,,,,,,,,,,,,,,,,,,
61062,Perth - Evandale,0,<5,755,<5,154,<5,80,47,197,333,235,271,66,164,9,41,0,"1,174",0,0,<5,0,0,<5,26,18,283,,,,,,,,,,,,,,,,,,,,,
61063,Scottsdale - Bridport,<5,11,"1,295",6,265,5,160,155,431,546,413,530,106,387,39,73,<5,"2,211",<5,0,0,0,5,5,41,22,428,,,,,,,,,,,,,,,,,,,,,
61064,St Helens - Scamander,<5,9,"1,324",9,303,<5,199,97,473,439,339,531,127,495,44,85,7,"2,408",<5,<5,8,0,5,<5,30,13,438,,,,,,,,,,,,,,,,,,,,,
61065,Central Highlands,<5,<5,340,<5,100,<5,69,21,184,175,125,161,34,107,14,24,<5,675,<5,0,0,0,<5,0,12,7,94,,,,,,,,,,,,,,,,,,,,,
61066,Derwent Valley,0,<5,349,<5,141,<5,78,21,224,260,178,200,29,128,20,23,<5,764,<5,0,<5,0,<5,<5,21,10,115,,,,,,,,,,,,,,,,,,,,,
61067,Southern Midlands,0,5,767,<5,315,6,168,57,456,519,379,401,78,250,35,92,<5,"1,644",<5,<5,<5,0,5,5,34,30,287,,,,,,,,,,,,,,,,,,,,,
61068,Wilderness - East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
61069,Bruny Island - Kettering,0,<5,530,<5,81,0,38,96,120,174,116,158,40,82,10,7,0,764,0,0,<5,0,<5,<5,10,8,91,,,,,,,,,,,,,,,,,,,,,
61070,Cygnet,<5,5,680,<5,179,<5,89,76,291,366,274,356,95,227,30,54,0,"1,278",<5,0,<5,0,<5,<5,20,18,246,,,,,,,,,,,,,,,,,,,,,
61071,Geeveston - Dover,<5,<5,639,6,134,<5,80,57,291,299,227,301,87,200,15,45,0,"1,193",<5,0,<5,0,<5,<5,26,15,209,,,,,,,,,,,,,,,,,,,,,
61072,Huonville - Franklin,7,8,"1,079",14,276,<5,129,117,461,743,535,638,196,363,37,90,<5,"2,015",6,0,8,0,<5,5,57,49,427,,,,,,,,,,,,,,,,,,,,,
61073,Forestier - Tasman,0,<5,473,<5,118,<5,61,48,228,169,121,147,39,118,6,27,0,891,0,0,<5,0,<5,<5,6,5,136,,,,,,,,,,,,,,,,,,,,,
61074,Triabunna - Bicheno,0,5,989,<5,151,0,97,138,240,274,201,251,72,181,13,51,<5,"1,519",<5,0,8,0,0,<5,8,9,273,,,,,,,,,,,,,,,,,,,,,
61075,Acton - Upper Burnie,5,<5,539,0,171,0,95,17,280,316,245,330,73,206,29,71,0,"1,120",<5,0,<5,0,<5,<5,47,19,403,,,,,,,,,,,,,,,,,,,,,
61076,Burnie - Ulverstone Region,<5,7,458,<5,157,<5,85,70,213,316,212,295,83,186,10,37,<5,943,<5,0,5,0,<5,<5,20,12,145,,,,,,,,,,,,,,,,,,,,,
61077,Burnie - Wivenhoe,<5,<5,531,<5,164,<5,108,39,331,351,298,429,88,333,25,87,0,"1,256",<5,<5,<5,0,0,<5,56,29,525,,,,,,,,,,,,,,,,,,,,,
61078,Parklands - Camdale,6,15,868,15,246,7,152,93,409,514,427,486,151,256,30,105,<5,"1,727",<5,<5,<5,0,<5,0,77,67,725,,,,,,,,,,,,,,,,,,,,,
61079,Penguin - Sulphur Creek,<5,5,817,<5,184,<5,102,65,242,351,260,267,71,184,17,58,<5,"1,355",<5,0,6,0,<5,<5,15,18,252,,,,,,,,,,,,,,,,,,,,,
61080,Romaine - Havenview,<5,<5,413,6,153,<5,79,33,201,312,225,267,58,153,23,37,0,834,<5,0,<5,0,<5,0,34,19,221,,,,,,,,,,,,,,,,,,,,,
61081,Somerset,<5,<5,694,<5,170,7,100,16,276,295,246,233,65,156,14,58,<5,"1,238",<5,0,5,0,0,<5,23,18,358,,,,,,,,,,,,,,,,,,,,,
61082,Ulverstone,<5,12,"1,420",5,309,<5,158,86,448,530,417,502,109,318,35,85,<5,"2,363",<5,<5,10,0,6,5,41,34,539,,,,,,,,,,,,,,,,,,,,,
61083,West Ulverstone,<5,10,821,<5,190,<5,114,45,305,326,261,307,70,185,27,62,<5,"1,460",<5,0,<5,0,0,5,29,18,432,,,,,,,,,,,,,,,,,,,,,
61084,Wynyard,6,<5,"1,191",7,303,<5,160,91,453,423,337,337,90,257,23,79,6,"2,114",<5,<5,8,0,5,7,43,25,495,,,,,,,,,,,,,,,,,,,,,
61085,Devonport,<5,23,"2,387",20,624,15,378,183,"1,092","1,320","1,074","1,203",281,810,78,287,<5,"4,741",<5,<5,9,0,<5,8,169,70,"1,328",,,,,,,,,,,,,,,,,,,,,
61086,East Devonport,<5,<5,816,7,271,<5,186,49,453,471,390,439,95,325,37,114,<5,"1,804",<5,0,6,0,<5,<5,67,18,756,,,,,,,,,,,,,,,,,,,,,
61087,Latrobe,<5,5,788,<5,201,<5,128,37,251,392,294,322,64,200,23,55,<5,"1,357",<5,0,6,0,<5,<5,21,9,450,,,,,,,,,,,,,,,,,,,,,
61088,Miandetta - Don,<5,<5,404,<5,114,6,61,40,142,257,194,187,52,74,12,41,0,722,<5,0,5,0,0,0,27,16,149,,,,,,,,,,,,,,,,,,,,,
61089,Port Sorell,<5,<5,"1,063",5,208,<5,100,129,205,340,238,287,91,174,15,57,0,"1,582",<5,0,<5,0,<5,<5,20,14,336,,,,,,,,,,,,,,,,,,,,,
61090,Quoiba - Spreyton,<5,<5,364,5,95,<5,51,25,113,211,142,175,53,100,8,27,0,638,<5,0,<5,0,<5,<5,17,13,92,,,,,,,,,,,,,,,,,,,,,
61091,Sheffield - Railton,<5,<5,942,13,278,<5,164,83,433,467,337,444,138,269,31,63,0,"1,787",<5,0,7,0,<5,5,27,18,289,,,,,,,,,,,,,,,,,,,,,
61092,Turners Beach - Forth,0,<5,419,<5,97,<5,47,49,110,168,113,137,29,85,7,15,<5,664,<5,0,0,0,<5,<5,5,5,125,,,,,,,,,,,,,,,,,,,,,
61093,King Island,0,0,185,0,16,<5,7,39,28,79,54,53,9,32,7,7,0,251,0,0,<5,0,0,<5,5,<5,38,,,,,,,,,,,,,,,,,,,,,
61094,North West,<5,6,369,<5,98,<5,53,50,171,303,215,198,45,114,15,43,<5,739,<5,0,<5,0,0,<5,15,7,164,,,,,,,,,,,,,,,,,,,,,
61095,Smithton,<5,12,521,<5,101,<5,54,56,185,326,229,241,43,166,14,64,0,931,0,0,<5,0,<5,0,22,14,220,,,,,,,,,,,,,,,,,,,,,
61096,Waratah,0,9,415,5,143,<5,75,50,212,275,201,252,66,145,19,41,<5,850,<5,0,<5,0,<5,<5,22,14,160,,,,,,,,,,,,,,,,,,,,,
61097,West Coast (Tas.),<5,6,589,5,177,5,119,10,338,298,251,357,53,353,21,64,<5,"1,298",<5,0,8,0,<5,<5,28,6,304,,,,,,,,,,,,,,,,,,,,,
61098,Wilderness - West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
69799,Migratory - Offshore - Shipping (Tas.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
69499,No usual address (Tas.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
71001,Darwin Airport,0,0,<5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
71002,Darwin City,<5,6,171,<5,23,0,9,24,244,143,124,291,14,287,9,24,<5,510,0,<5,0,0,0,0,17,7,316,,,,,,,,,,,,,,,,,,,,,
71003,East Point,0,0,0,0,<5,0,0,0,<5,<5,<5,0,0,0,0,0,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
71004,Fannie Bay - The Gardens,<5,<5,223,<5,39,0,14,50,50,79,70,80,14,47,<5,14,0,321,0,<5,0,0,0,0,5,<5,92,,,,,,,,,,,,,,,,,,,,,
71005,Larrakeyah,<5,<5,115,<5,19,0,<5,26,42,99,76,91,11,80,<5,9,0,197,0,<5,0,0,0,0,9,<5,138,,,,,,,,,,,,,,,,,,,,,
71006,Ludmilla - The Narrows,<5,<5,144,<5,40,<5,22,22,140,118,104,150,9,123,15,20,0,370,0,0,0,0,<5,0,11,<5,91,,,,,,,,,,,,,,,,,,,,,
71007,Parap,<5,<5,96,<5,28,<5,9,21,56,90,84,81,9,65,<5,20,<5,211,<5,<5,<5,0,0,0,0,5,88,,,,,,,,,,,,,,,,,,,,,
71008,Stuart Park,<5,7,104,<5,25,<5,<5,29,56,146,118,154,17,101,5,23,0,212,<5,<5,0,0,0,0,<5,8,158,,,,,,,,,,,,,,,,,,,,,
71009,Woolner - Bayview - Winnellie,<5,<5,67,<5,22,0,<5,9,23,71,60,96,9,50,7,11,0,120,0,0,<5,0,0,0,5,5,67,,,,,,,,,,,,,,,,,,,,,
71010,Alawa,<5,6,170,5,38,<5,16,19,50,133,107,112,15,62,6,23,0,275,0,<5,<5,0,<5,0,11,9,86,,,,,,,,,,,,,,,,,,,,,
71011,Anula,<5,8,127,5,57,<5,15,22,43,134,114,121,13,59,9,29,0,248,0,0,0,0,0,0,11,6,65,,,,,,,,,,,,,,,,,,,,,
71012,Berrimah,<5,5,56,0,21,0,11,9,87,87,72,141,<5,128,6,18,0,197,0,0,0,0,0,0,12,<5,154,,,,,,,,,,,,,,,,,,,,,
71013,Brinkin - Nakara,9,11,164,12,40,<5,15,51,76,136,110,193,47,126,12,18,0,305,0,<5,0,0,0,0,11,32,116,,,,,,,,,,,,,,,,,,,,,
71014,Buffalo Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
71015,Charles Darwin,0,0,<5,0,0,0,0,0,5,<5,<5,8,0,<5,<5,<5,0,7,0,0,0,0,0,0,<5,0,0,,,,,,,,,,,,,,,,,,,,,
71016,Coconut Grove,<5,6,229,<5,35,0,12,13,162,192,159,172,16,128,8,54,0,518,0,0,<5,0,0,0,22,6,171,,,,,,,,,,,,,,,,,,,,,
71017,East Arm,0,0,0,0,0,0,0,0,0,<5,<5,<5,<5,<5,<5,0,0,<5,0,0,0,0,0,0,0,0,<5,,,,,,,,,,,,,,,,,,,,,
71018,Jingili,<5,8,119,<5,28,<5,11,17,31,100,86,83,13,48,<5,17,<5,210,0,0,<5,0,<5,0,13,5,37,,,,,,,,,,,,,,,,,,,,,
71019,Karama,11,43,252,<5,122,6,53,13,176,442,365,363,33,242,19,118,<5,686,0,0,<5,0,<5,<5,37,18,183,,,,,,,,,,,,,,,,,,,,,
71020,Leanyer,<5,<5,266,<5,84,<5,19,37,79,221,183,165,28,70,12,45,0,440,<5,0,<5,0,0,0,12,16,143,,,,,,,,,,,,,,,,,,,,,
71021,Lyons (NT),<5,0,75,<5,60,0,8,7,26,197,160,94,12,20,<5,12,0,127,0,0,0,0,0,0,<5,11,105,,,,,,,,,,,,,,,,,,,,,
71022,Malak - Marrara,6,31,291,<5,80,<5,42,35,146,309,265,274,39,183,22,75,0,638,0,5,<5,0,<5,0,30,22,189,,,,,,,,,,,,,,,,,,,,,
71023,Millner,<5,<5,172,<5,43,<5,21,13,64,172,143,131,8,91,7,36,0,322,5,<5,0,0,<5,0,12,<5,114,,,,,,,,,,,,,,,,,,,,,
71024,Moil,<5,8,151,5,38,0,18,13,41,120,92,91,14,50,5,27,0,248,0,0,<5,0,0,0,8,6,64,,,,,,,,,,,,,,,,,,,,,
71025,Nightcliff,<5,<5,194,8,34,0,17,30,115,148,134,158,20,103,9,26,0,379,<5,0,<5,0,<5,0,11,8,181,,,,,,,,,,,,,,,,,,,,,
71026,Rapid Creek,<5,<5,123,9,22,0,7,26,74,126,109,126,24,73,5,26,0,249,<5,0,0,0,0,0,7,13,178,,,,,,,,,,,,,,,,,,,,,
71027,Tiwi,<5,11,231,<5,39,<5,16,25,89,116,94,93,10,73,<5,27,0,400,0,0,0,0,0,<5,14,<5,105,,,,,,,,,,,,,,,,,,,,,
71028,Wagaman,6,6,148,<5,36,0,15,7,37,119,97,110,19,79,<5,20,0,255,0,0,<5,0,<5,0,9,7,76,,,,,,,,,,,,,,,,,,,,,
71029,Wanguri,<5,<5,131,<5,34,0,7,18,42,70,58,68,12,42,<5,12,0,209,<5,0,<5,0,0,0,5,5,37,,,,,,,,,,,,,,,,,,,,,
71030,Wulagi,<5,17,138,<5,43,<5,9,12,36,153,122,103,11,51,7,29,0,234,<5,<5,<5,0,0,0,8,5,64,,,,,,,,,,,,,,,,,,,,,
71031,Howard Springs,<5,<5,188,0,57,0,14,55,55,99,75,80,<5,48,<5,14,0,294,0,0,0,0,<5,<5,<5,<5,90,,,,,,,,,,,,,,,,,,,,,
71032,Humpty Doo,<5,8,416,0,121,10,40,53,161,365,293,300,15,207,11,72,0,784,<5,<5,<5,0,0,<5,11,<5,246,,,,,,,,,,,,,,,,,,,,,
71033,Koolpinyah,0,<5,0,0,0,0,0,0,<5,<5,<5,<5,0,<5,0,<5,0,<5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
71034,Virginia,<5,5,185,<5,51,0,14,27,59,129,110,96,18,57,<5,29,0,318,0,0,0,0,0,0,5,<5,121,,,,,,,,,,,,,,,,,,,,,
71035,Weddell,<5,16,234,<5,80,<5,38,19,132,253,210,225,27,135,14,46,0,515,<5,0,<5,0,0,0,14,6,177,,,,,,,,,,,,,,,,,,,,,
71036,Bakewell,<5,7,117,<5,47,<5,12,<5,40,204,179,126,10,57,10,39,0,236,<5,0,0,0,<5,0,11,<5,125,,,,,,,,,,,,,,,,,,,,,
71037,Driver,6,19,83,<5,48,<5,19,8,59,227,206,164,16,109,9,74,0,278,<5,0,0,0,0,<5,23,<5,113,,,,,,,,,,,,,,,,,,,,,
71038,Durack - Marlow Lagoon,<5,<5,112,0,57,7,14,12,34,172,133,106,7,50,8,29,0,208,<5,0,0,0,0,0,9,8,122,,,,,,,,,,,,,,,,,,,,,
71039,Gray,5,24,207,<5,84,5,43,10,225,364,327,373,15,266,32,111,0,671,<5,<5,<5,0,0,0,30,7,175,,,,,,,,,,,,,,,,,,,,,
71040,Moulden,12,37,168,<5,89,<5,58,9,164,394,353,335,20,222,39,144,0,617,<5,<5,<5,0,0,0,45,5,139,,,,,,,,,,,,,,,,,,,,,
71041,Palmerston - North,0,<5,119,<5,50,<5,<5,18,42,218,171,135,16,59,11,36,0,238,<5,0,0,0,0,0,9,<5,140,,,,,,,,,,,,,,,,,,,,,
